id,Value of House,TAX,LOT SQFT,YR BUILT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,KITCHEN,FIREPLACE,REMODEL
4868,332.5,4182,5090,1905,3360,1933,2,9,6,1,1,1,0,No
98,340,4277,5400,1940,2714,1376,1.5,6,3,1,0,1,1,Recent
4847,397.3,4998,5000,1920,2864,1752,2,8,3,1,1,1,0,No
829,302.3,3802,4513,1950,2276,1056,1,5,3,2,0,1,1,Recent
4649,512.3,6444,13654,1930,3319,1939,2,8,3,1,1,1,1,Old
1428,368.1,4630,4965,1960,2954,1571,1.5,6,3,2,0,1,1,Old
5185,354.3,4457,4000,1924,2986,1694,2,7,3,1,0,1,1,No
4439,416.2,5235,4440,1935,3074,1832,2,8,4,2,0,1,0,No
2695,426.9,5370,6500,1890,3558,2014,2,8,4,2,0,1,0,Old
515,395.2,4971,4203,2001,2336,1448,2,7,3,2,1,1,1,No
2150,554.5,6975,6772,2007,3783,2394,2,7,3,2,1,1,1,No
4628,529.4,6659,6783,1930,3071,1728,2,7,3,1,1,1,1,No
1656,359.9,4527,7796,1860,3085,1808,2,8,3,2,0,1,0,Old
4078,435,5472,6212,1935,3961,1870,1.5,6,4,2,0,1,1,Old
2862,332.4,4181,6375,1934,2130,1372,2,7,3,1,0,1,0,No
1371,384.3,4834,6000,1984,2918,1862,2,7,5,1,1,1,1,No
1153,433.8,5457,6000,1989,2580,1740,2,8,4,2,1,1,1,No
3849,331.2,4166,5540,1931,3030,1669,1.5,7,3,1,1,1,1,No
738,322.2,4053,4151,1957,2988,1344,1,7,5,1,1,1,1,Old
1043,252.5,3176,4000,1940,2006,970,1,5,2,1,0,1,0,No
457,338.3,4255,6406,1960,2066,1726,1,8,4,2,0,1,0,Recent
5411,499.6,6284,9025,1930,3103,1804,2,9,4,1,1,1,1,Old
69,365.1,4592,5058,1910,3362,1763,2,8,4,2,0,1,0,Recent
3726,521.8,6564,9840,1890,4827,2716,2,10,6,1,1,1,1,No
3416,573.4,7213,11200,1910,5344,2544,2,10,4,1,1,1,0,No
4745,258.1,3246,6308,1946,2102,1011,1,5,2,1,0,1,1,No
2343,460.8,5796,4950,1940,3120,1712,2,8,5,1,2,1,1,No
3741,706.3,8885,8180,1905,5587,2987,2,8,4,2,0,1,1,No
4907,522.7,6575,7125,1900,3472,1886,2,7,3,1,0,1,1,No
5553,604,7598,9784,1955,4557,2246,1.5,7,3,1,1,1,1,Recent
3242,321.3,4041,3609,1930,2232,1392,2,6,3,1,1,1,1,No
2101,454.1,5712,5665,1920,3810,2236,2,8,4,1,1,1,1,No
2623,739.7,9305,14475,1930,6733,3714,2,11,4,2,2,1,2,Recent
3748,272.1,3423,4845,1960,1976,988,1,5,3,1,0,1,2,No
2963,624.9,7861,11700,1900,3807,2220,2,7,3,1,1,1,1,Recent
1465,317.2,3990,5559,1960,2220,1377,2,6,3,1,1,1,1,No
5298,423.3,5325,5000,1920,2818,1558,2,7,3,1,1,1,1,Old
5764,398.9,5018,6650,1940,2726,1840,2,7,3,1,1,1,1,No
4972,598.8,7532,4750,1911,4737,2563,2,9,6,2,1,1,1,Recent
710,434.6,5467,9689,1983,3576,2685,1,10,6,2,2,2,0,Old
4019,546.4,6873,5303,1930,3789,2466,2,10,4,3,0,1,2,Recent
3845,460.5,5793,9500,1890,2776,1732,2,8,3,1,1,1,0,Old
2903,454.5,5717,10405,1900,3684,1956,2,8,3,1,1,1,1,No
5224,373.4,4697,5127,1934,3262,1490,1,7,3,2,0,1,0,No
552,322.3,4054,7999,1965,2016,1008,1,9,4,1,1,2,0,No
3685,522.4,6571,7991,1910,4260,2285,2,8,5,2,1,1,1,No
1193,338.9,4263,5000,1940,2700,1392,1.5,7,2,1,1,1,1,No
2729,522.2,6569,10500,1926,3611,2257,2,9,4,1,1,1,1,No
1332,466.9,5873,8720,1993,3216,1772,2,6,3,2,1,1,1,No
1229,277.8,3494,5368,1950,2400,1120,1,4,2,1,0,1,1,No
1180,261.7,3292,4226,1958,2114,1025,1,5,3,1,0,1,1,No
759,282.7,3556,4163,1956,2432,1123,1,7,3,1,0,1,1,No
5506,404.5,5088,5945,1950,2832,1491,2,7,2,1,1,1,1,No
1151,334.1,4202,4166,1935,3274,1902,2,9,4,1,0,1,1,No
1240,289.3,3639,4336,1945,2480,1109,1,7,2,1,0,1,1,No
2485,439.2,5525,5217,1917,4023,2278,2,7,4,1,0,1,1,No
2345,410.1,5159,4260,1930,2736,1680,2,7,3,1,1,1,1,No
363,256.4,3225,2410,1950,2535,1632,2,7,3,2,0,1,0,No
71,354.1,4454,4984,1940,2441,1464,2,7,3,1,1,1,1,Recent
4869,358.1,4504,5000,1920,2285,1520,2,8,3,1,0,1,1,No
4084,500.6,6297,7362,1969,3825,2565,2,6,4,2,1,1,1,No
5434,369.5,4648,4702,1925,2874,1310,1,6,2,1,0,1,1,Recent
5234,460.3,5790,4048,1920,3171,1954,2,9,4,1,1,1,0,No
4878,393.8,4954,5000,1940,2540,1456,2,6,3,1,1,1,0,Recent
1906,400.9,5043,6532,1863,2930,1593,1.5,7,3,1,1,1,0,Old
5488,333.5,4195,7482,1945,2520,1109,1,7,4,1,1,1,0,No
3448,413.4,5200,6271,1929,3144,1600,2,7,3,1,1,1,1,Old
4668,405.1,5096,6050,1935,2802,1698,2,9,4,1,1,1,1,Recent
2795,346.9,4364,3812,1931,2216,1352,2,8,3,1,1,1,1,Recent
3252,389.3,4897,6235,1932,2689,1584,2,7,3,1,0,1,1,No
5698,356,4478,5000,1924,2343,1296,2,6,2,1,1,1,1,No
5219,687.9,8653,9364,2004,4228,3022,2,8,3,2,1,1,1,No
4440,495.2,6229,8767,1920,3456,1846,2,8,3,1,1,1,1,Recent
5218,255.7,3216,3440,1910,1508,710,1,5,2,1,0,1,0,Old
1700,378,4755,6560,1960,2638,1294,1,8,4,1,1,1,1,No
369,320.8,4035,6000,1967,2425,1151,1,7,3,1,1,1,1,No
5042,408.7,5141,6000,1930,3054,1827,2,8,3,1,1,1,1,No
412,280.6,3529,4410,1959,1944,1404,1,6,3,1,1,1,0,No
5700,341.1,4291,6599,1950,2485,1015,1,7,3,2,0,1,0,No
1756,337.1,4240,6270,1875,2784,1619,2,9,6,1,1,1,0,No
5140,354.3,4457,4222,1936,2212,1347,2,7,3,1,1,1,1,Recent
1739,385.9,4854,7776,1900,3532,2098,2,9,5,1,1,1,3,No
3504,485.2,6103,6400,1939,3210,1968,2,9,4,1,1,1,1,No
3939,390.9,4917,5371,1927,2986,1664,2,6,3,1,1,1,1,No
1137,356.7,4487,6466,1950,2790,2021,1,6,3,2,0,1,0,No
1296,326.9,4112,4163,1961,3019,1586,1.5,7,3,1,1,1,0,No
5645,385.7,4852,5100,1940,2072,1208,2,9,3,1,1,1,1,No
5561,436.8,5494,5000,1934,2719,1554,2,7,3,2,1,1,1,Recent
2086,464.7,5845,9705,1920,2835,1748,2,8,3,1,1,1,1,Recent
3837,380.9,4791,4440,1924,3100,1856,2,7,4,1,1,1,0,No
1444,270.6,3404,4550,1950,2374,1075,1,6,3,1,0,1,1,No
5249,352.6,4435,5000,1930,2608,1584,2,8,3,1,0,1,1,No
5585,378,4755,4658,1920,2331,1440,2,7,3,1,1,1,1,No
3967,537.8,6765,6055,1901,5149,2939,2,9,5,3,1,1,2,Old
4912,341.5,4296,5915,1935,2738,1842,2,7,3,1,1,1,1,No
5093,568.7,7154,4775,1914,4350,2754,2.5,10,5,3,1,1,1,Recent
5699,429.9,5408,11010,1955,3908,1529,1,9,4,2,0,1,1,No
5042,408.7,5141,6000,1930,3054,1827,2,8,3,1,1,1,1,No
3972,305,3836,6890,1940,1874,912,1,5,2,1,0,1,1,No
1865,304.9,3835,4275,1926,2342,1095,1,6,2,1,0,1,0,No
2636,398,5006,4700,1900,2432,1501,2,8,3,1,0,1,1,No
3050,486.9,6125,6700,1870,4906,2774,2,9,4,2,1,1,1,No
3101,302.9,3810,3500,1930,2020,1284,2,7,3,1,1,1,0,No
3700,391.4,4923,3852,1931,2897,1855,2,9,3,1,1,1,1,Recent
5751,328.4,4131,6500,1953,2344,1096,1,6,2,1,1,1,1,No
4641,627.8,7897,7063,1940,5157,3063,2,9,5,2,1,1,1,Recent
2664,383,4818,3668,1925,2672,1542,2,7,3,1,1,1,0,No
5734,397.9,5005,5000,1935,2247,1230,2,6,3,2,0,1,1,Old
4551,351.6,4423,6345,1941,1926,1128,2,6,3,1,0,1,1,No
1989,422.6,5316,6312,1935,2844,1680,2,7,4,1,1,1,1,No
366,340.7,4286,5941,1962,2712,1469,1.5,7,3,2,0,1,0,Recent
2906,413.9,5206,7875,1890,4203,2408,2,8,4,2,0,1,0,No
4082,698,8780,10720,1910,4780,2571,2,9,4,1,1,1,1,No
1132,259.6,3265,5144,1915,2040,1079,1.5,6,2,1,0,1,0,No
4522,447.1,5624,3525,1940,3130,1632,1.5,6,3,2,0,1,1,Recent
5470,462.7,5820,5000,1920,3029,1672,2,8,3,2,1,1,1,Recent
3156,463.4,5829,7672,1915,2880,1750,2,8,3,1,1,1,1,No
1065,365,4591,4000,1960,3021,1943,2,6,3,1,1,1,1,Old
1598,351.8,4425,6600,1950,2786,1109,1,6,4,1,0,1,1,No
36,336.5,4233,6842,1910,2269,1393,2,6,3,2,0,1,0,No
5074,375.6,4725,5250,1940,2120,1288,2,6,3,1,1,1,1,Old
3947,519.6,6536,8450,1920,3566,2232,2,6,3,1,1,1,1,Old
1193,338.9,4263,5000,1940,2700,1392,1.5,7,2,1,1,1,1,No
2870,313,3937,4534,1930,2250,900,1,5,2,1,0,1,0,No
4361,344.8,4337,5000,1930,2216,1432,2,7,3,1,1,1,1,No
1563,284.6,3580,4818,1950,2243,998,1,6,2,1,0,1,1,No
1933,317.4,3992,6867,1950,2568,1142,1,6,2,1,1,1,0,No
4363,468.8,5897,10000,1919,3619,2288,2,8,4,1,1,1,1,No
526,338.7,4260,8815,1965,2256,1726,1,7,3,2,0,2,0,No
5293,312.8,3935,4905,1930,2352,1161,1.5,6,3,1,1,1,1,No
164,297.1,3737,6000,1971,2456,1997,1,7,3,1,1,1,0,No
3815,500.3,6293,8800,1889,3574,2154,2,8,4,1,1,1,1,Recent
5062,384.2,4833,5500,1928,2325,1380,2,7,3,1,0,1,1,No
5785,391.2,4921,4455,1935,2331,1439,2,7,3,1,1,1,1,No
3055,437,5497,5097,1910,4142,2337,2,9,4,2,1,1,1,No
5770,407.5,5126,3717,1935,3099,1465,1,6,3,2,0,1,1,Recent
3193,332.5,4182,4500,1930,1994,1061,1.5,8,2,1,1,1,1,No
704,325.7,4097,5113,1960,2386,1056,1,6,2,2,0,1,1,No
2400,559.2,7034,9013,1900,4764,2650,2,10,6,2,1,1,3,No
440,329.7,4147,19466,1940,2563,1075,1,7,3,1,1,1,1,No
3320,511.7,6437,9401,1906,5232,2749,2,10,4,1,1,1,1,No
4401,328.8,4136,4400,1925,2752,1142,1,5,2,1,0,1,0,No
3079,387.7,4877,6251,1986,2040,1296,2,5,3,1,1,1,1,No
4853,501.5,6308,6257,1938,3473,2020,2,8,3,2,1,1,1,Recent
870,249.2,3134,4100,1956,2454,1092,1,5,2,1,1,1,1,No
3727,297.2,3738,3200,1920,3254,1383,1,5,3,1,0,1,0,No
3657,334.2,4204,7100,1920,2048,1306,2,6,3,1,1,1,1,No
312,298.1,3750,6000,1960,2212,1692,1,7,3,1,1,1,0,No
1938,434.8,5469,6122,1935,3352,1974,2,9,4,1,1,1,1,Recent
3501,559.9,7043,5483,1915,5595,3074,2,8,4,2,0,1,1,No
3751,334.1,4202,5140,1915,3074,1383,1,5,2,1,0,1,0,No
1703,285.1,3586,3549,1962,2584,1387,1.5,6,3,1,0,1,1,Old
2809,661.8,8325,11200,1920,4562,2808,2,9,5,4,0,1,0,Recent
1734,383,4818,4824,1970,2594,1580,2,7,4,1,1,1,1,No
373,406.9,5118,6756,1996,2604,1680,2,7,3,2,0,1,1,No
2517,384,4830,5843,1935,2593,1572,2,7,3,1,1,1,0,No
1416,298.5,3755,3200,1930,2102,1303,2,7,3,1,1,1,0,Recent
144,434.3,5463,13267,1960,3813,1931,1.5,6,2,1,1,1,1,Recent
3637,396.9,4993,5082,1900,3476,2000,2,7,4,1,1,1,0,Recent
3102,316.8,3985,5497,1925,2283,1032,1,7,3,1,0,1,1,No
2337,443.3,5576,8250,1929,3146,1828,2,7,3,1,1,1,0,No
2403,487.8,6136,6459,1928,2979,1776,2,7,3,1,1,1,1,Old
1776,500,6290,6031,2003,3421,2135,2,8,4,2,1,1,1,No
3719,730.9,9194,22956,1900,4500,2909,2.5,11,6,3,1,1,0,Recent
302,204.9,2577,4200,1920,2296,990,1,5,3,1,0,1,1,No
2735,481.1,6052,10000,1875,2905,1900,2,8,2,2,1,1,0,Recent
17,313.1,3938,6949,1880,2612,1438,1.5,7,3,1,1,1,0,Old
4565,351.9,4426,6278,1965,2804,1260,1,6,2,1,1,1,1,No
479,311.2,3914,9551,1943,2508,1306,1.5,6,2,1,1,1,1,Old
903,371.2,4669,5563,1988,2686,1736,2,6,4,2,1,1,1,No
278,246.4,3099,3780,1950,2412,1008,1,6,2,2,0,1,1,No
839,318.5,4006,5295,1960,2304,1488,2,7,3,1,1,1,1,No
4157,398.5,5013,4857,1963,3113,1832,1.5,7,4,2,0,1,1,Recent
1108,552.8,6954,6000,2007,4562,2543,2,8,4,2,2,1,1,No
623,283.8,3570,3803,1950,2434,1063,1,6,4,2,0,2,0,Old
1233,304.1,3825,4480,1960,2507,1313,1.5,6,3,2,0,1,1,No
865,330,4151,5763,1910,3046,1616,2,7,3,1,1,1,0,No
302,204.9,2577,4200,1920,2296,990,1,5,3,1,0,1,1,No
4744,394.2,4959,6420,1935,2894,1816,2,7,3,1,1,1,1,No
4219,349,4390,6000,1914,2784,1624,2,7,4,1,0,1,1,No
5421,312.7,3933,4366,1943,2252,1015,1,5,2,1,1,1,1,No
1606,325.1,4089,7220,1935,1992,840,1,5,2,1,0,1,0,Old
1241,367.7,4625,7661,1920,1866,752,1,7,3,1,0,1,0,Recent
2880,330.5,4157,6163,1950,2520,1260,1,6,2,1,0,1,1,No
4539,381.3,4796,6075,1890,2459,1468,2,8,4,1,1,1,2,Old
5767,444.6,5593,5000,1950,2452,1430,2,7,3,2,0,1,2,Recent
2840,422.1,5310,2466,1947,3631,1712,1,7,2,1,1,1,1,Old
2766,498.7,6273,11905,1910,3030,1817,2,7,3,1,0,1,0,No
5261,286.6,3605,5095,1927,1966,936,1,5,1,1,0,1,1,No
487,280.7,3531,6077,1965,2097,1726,1,6,3,1,1,1,0,No
1248,338.5,4258,5986,1953,3360,1565,1,7,4,1,0,1,1,No
5586,348,4377,5632,1955,1936,1248,2,6,3,1,1,1,1,No
3666,564.7,7103,6905,1910,3791,2175,2,7,4,1,1,1,1,No
2668,449.7,5657,10500,1960,2663,1427,2,6,3,1,1,1,1,No
637,488.2,6141,18515,1989,4449,2511,2,9,3,3,0,1,2,No
1717,550.6,6926,6778,1974,4569,3957,2,9,5,3,1,1,3,No
4393,373.5,4698,5800,1925,2787,1549,2,7,3,1,0,1,1,No
2271,389.3,4897,7965,1930,2368,1360,2,7,3,1,0,1,0,No
4159,321,4038,4794,1954,2361,1261,1.5,6,2,1,1,1,0,No
2995,721.6,9077,5505,1900,5806,3626,2,14,7,3,1,1,2,Recent
1608,621.6,7819,8106,2001,2946,2788,2,11,3,3,1,1,1,No
2868,314.9,3961,5714,1984,1750,1078,2,5,3,1,1,1,0,No
3315,360.2,4531,5728,1960,2160,1850,1,5,2,1,0,1,0,No
1919,295.9,3722,5695,1953,2232,1265,1.5,6,3,2,0,1,1,No
1954,413.2,5198,5101,1920,2156,1448,2,6,3,1,1,1,1,Recent
3090,290.2,3650,3800,1920,2044,912,1,6,3,2,0,1,0,No
2780,301.1,3787,5223,1912,2044,1212,2,5,2,1,0,1,0,No
1277,296.7,3732,7088,1955,1656,828,1,4,2,1,0,1,1,No
2945,618.4,7779,10167,1910,4928,2821,2,9,5,2,1,1,1,Recent
2791,778.2,9789,15900,1925,5642,3404,2.5,9,3,3,0,1,3,Recent
5181,399.9,5030,5500,1920,2846,1716,2,8,3,1,1,1,1,No
4221,317.3,3991,4280,1956,2104,988,1,5,3,1,0,1,1,No
1682,359.1,4517,6600,1931,3192,1446,1,7,3,1,0,1,0,Old
4463,364.6,4586,4133,1950,2558,1460,2,6,3,1,1,1,1,Old
4637,483.7,6084,9840,1949,4214,2106,1.5,7,4,2,0,1,2,No
210,272.4,3426,4416,1925,2413,1083,1,8,3,1,1,1,1,No
4449,314.2,3952,4728,1939,2244,1352,2,6,3,1,1,1,0,No
5274,294.7,3707,10551,1945,1092,999,1,4,1,1,0,1,1,No
1536,354.8,4463,5063,1966,2549,1306,1.5,7,3,2,0,1,0,No
3894,526.1,6618,5552,1920,4232,2442,2,10,4,1,1,1,1,No
3134,376.6,4737,5500,1929,2980,1842,2,7,4,1,1,1,0,No
4666,351.1,4416,4640,1956,2208,1378,2,7,3,1,0,1,1,No
3934,659.6,8297,9935,1926,3478,2292,2,9,5,3,1,1,1,No
5079,439.6,5530,5300,1920,3104,1848,2,8,3,1,1,1,1,No
2089,349.1,4391,6750,1960,2224,1377,2,6,3,1,1,1,0,No
3316,400.6,5039,6280,1950,2928,2507,1,8,3,1,1,1,0,No
2915,571.4,7188,6375,1887,3576,1946,2,7,5,2,1,1,1,No
2007,408.7,5141,5919,1900,3431,1990,2,8,3,2,0,1,0,Recent
5520,420.6,5291,8370,1955,2222,1462,2,7,3,1,1,1,1,No
4680,588,7397,6876,1931,4092,2527,2.5,7,3,2,1,1,1,Old
5067,413.2,5198,7833,1940,3012,1792,2,7,3,1,1,1,1,No
4618,468,5887,5510,1933,2596,1594,2,6,3,2,1,1,1,Recent
559,284.6,3580,6071,1960,2136,1487,1,6,2,1,0,1,2,No
3794,407.4,5125,4830,1915,2970,2066,1.5,10,4,2,0,1,0,No
550,314.3,3953,4162,1950,2556,1354,1.5,6,3,2,0,1,1,No
3552,268.3,3375,4000,1962,1392,660,1,4,2,1,0,1,1,No
5548,363.2,4569,5000,1935,2260,1528,2,9,4,1,0,1,0,No
1918,397.8,5004,3906,1860,3830,2280,2,11,7,2,0,1,0,Old
4999,352.6,4435,4750,1910,3332,1771,1.5,7,3,1,0,1,1,No
2140,408.2,5135,5930,1880,3412,1850,2,9,4,1,1,1,1,Old
5564,343.3,4318,4258,1935,2472,1448,2,7,3,1,0,1,1,No
5255,344.5,4333,6647,1952,3037,1314,1,6,3,1,1,1,1,No
3016,384.2,4833,4019,1903,3757,2007,2,10,4,2,1,1,0,No
1807,324.7,4084,5500,1955,2716,1414,1.5,6,3,3,0,2,1,No
5217,276.6,3479,2126,1845,1719,958,1.5,7,3,1,0,1,0,No
290,282.1,3548,4603,1910,2531,1426,2,7,3,1,1,1,0,Old
932,271.8,3419,3480,1920,2208,1320,2,4,3,1,0,1,0,No
663,222.5,2799,2589,1920,1516,748,1.5,4,2,1,0,1,0,No
2835,359.8,4526,3850,1939,2355,1379,2,7,3,1,1,1,1,No
2363,391.3,4922,4002,1920,2604,1612,2,7,3,1,1,1,1,No
1612,313.4,3942,6036,1945,2244,1028,1,5,2,1,0,1,1,Old
2565,503.1,6329,12024,1870,4258,2445,1.5,9,5,1,2,1,0,No
682,272.1,3423,6408,1940,3544,1494,1,6,3,1,0,1,1,Old
4353,450.2,5663,5032,1930,4192,2583,2,9,4,1,1,1,1,No
5405,429.2,5399,8160,1925,3359,1544,1,7,4,1,1,1,1,No
3274,368.2,4631,7100,1909,2630,1466,2,8,3,1,1,1,0,Old
1094,351.2,4418,6180,1900,2598,1484,1.5,7,3,2,0,1,1,No
2648,419.04,5271,10875,1950,3314,1683,1.5,7,4,2,0,1,1,Old
4422,359.1,4517,5850,1954,2246,1378,2,6,3,1,1,1,1,No
3658,338.4,4257,5000,1948,2036,1175,2,6,3,1,0,1,1,No
2444,438.4,5515,6658,1932,3136,1688,2,7,3,1,1,1,1,No
3516,358.3,4507,6375,1955,2648,1142,1,6,3,2,0,1,1,No
140,278.7,3506,6400,1974,2161,1633,1,8,4,2,0,1,1,Old
4870,551.9,6942,7550,1880,3587,2286,2,6,3,1,0,1,1,Old
4200,701.8,8828,9716,1940,5140,3446,2,11,4,2,1,1,2,Recent
839,318.5,4006,5295,1960,2304,1488,2,7,3,1,1,1,1,No
5706,329,4138,5000,1930,2001,952,1.5,5,2,1,0,1,1,No
780,192.5,2421,4500,1920,1848,890,1,6,3,1,0,1,0,No
4706,371.1,4668,5500,1940,2056,1070,1.5,6,3,1,0,1,1,No
3657,334.2,4204,7100,1920,2048,1306,2,6,3,1,1,1,1,No
4038,365.6,4599,4800,1950,3164,1411,1,6,3,1,1,1,1,No
5085,492.4,6194,6567,1995,3011,1872,2,7,3,2,1,1,0,No
2431,366.7,4613,5364,1910,2207,1344,2,7,3,1,0,1,1,No
737,333.4,4194,6854,1928,2746,1688,2,8,3,1,0,1,1,Recent
1116,226.2,2845,4000,1915,1478,703,1,4,2,1,0,1,0,No
1355,376.2,4732,6692,1963,2412,1104,1,5,2,1,0,1,1,No
1513,280.1,3523,4013,1960,2372,1042,1,6,2,1,0,1,1,Old
2276,464.2,5839,7560,1925,2338,1508,2,9,4,1,0,1,1,No
2327,367.7,4625,4260,1930,2804,1680,2,7,4,1,1,1,0,No
5201,369.7,4650,6440,1940,3638,1602,1,6,2,1,0,1,1,No
2050,386,4855,5540,1935,2872,1732,2,7,3,1,1,1,1,No
1851,505.6,6360,7205,1954,4996,2375,1.5,11,6,3,0,2,0,No
3852,318.3,4004,4000,1957,2563,1142,1,6,2,1,1,1,1,No
1032,271.5,3415,3554,1927,2000,1037,1.5,5,2,1,0,1,0,Old
3880,293.7,3694,4850,1925,2772,1224,1,5,2,1,0,1,0,No
3485,354.3,4457,4988,1934,2089,1280,2,5,2,1,1,1,1,Recent
908,310.6,3907,4989,1955,2528,1306,1.5,6,3,2,0,1,1,No
823,546.5,6874,7000,2009,5884,3374,2,9,4,2,1,1,1,No
3449,304.4,3829,5546,1920,2718,1210,1,6,3,1,0,1,1,No
2405,514.2,6468,5278,1930,3426,2144,2,7,4,1,1,1,1,No
4906,352.2,4430,5250,1923,2847,1423,1.5,5,2,1,1,1,1,No
4019,546.4,6873,5303,1930,3789,2466,2,10,4,3,0,1,2,Recent
4441,426.3,5362,7190,1936,2874,1626,2,8,3,2,1,1,1,No
4369,393.7,4952,6032,1950,2514,1516,2,7,3,1,1,1,1,Recent
5366,351.8,4425,4500,1940,2436,1368,2,6,3,1,1,1,1,No
3002,387.8,4878,7500,1887,2796,1648,2,7,3,1,1,1,1,No
3300,441.4,5552,10168,1955,2876,1670,2,7,4,1,1,1,1,No
1293,534,6717,5852,2010,3976,2197,2,8,4,2,1,1,1,No
1747,325.3,4092,3310,1960,2328,1536,2,7,4,1,1,1,1,No
3828,317,3987,4000,1928,2393,1121,1.5,6,3,1,0,1,0,No
5298,423.3,5325,5000,1920,2818,1558,2,7,3,1,1,1,1,Old
1013,320.8,4035,6180,1960,2482,1211,1,8,3,1,1,1,2,No
3645,493.3,6205,7615,1959,2907,1659,2,9,3,2,1,1,1,No
822,434.8,5469,8951,1964,3431,2655,1,8,3,2,0,1,2,No
138,350.7,4411,9600,1950,4063,1636,1,9,3,2,0,2,0,No
1795,324.6,4083,3720,1875,2850,1708,2,6,3,1,1,1,1,No
4448,348.4,4382,5200,1956,2126,1378,2,6,3,1,1,1,1,No
2513,554.9,6980,20046,1886,5264,3002,2,8,5,2,1,1,2,No
5141,476.3,5991,5500,1925,2936,1836,2,8,4,1,1,1,1,Recent
2487,473.3,5954,6059,1954,2875,1530,2,9,3,2,1,1,1,No
405,275.9,3470,7548,1943,2552,1075,1,6,2,1,0,1,1,No
4459,444.7,5594,8250,1920,2430,1446,2,8,3,1,1,1,1,No
2960,439.1,5523,6250,1900,4213,2477,2,10,3,1,1,1,1,No
1507,283.3,3563,4059,1960,2609,1092,1,6,3,1,0,1,1,No
548,286.3,3601,5877,1964,2052,1726,1,5,3,2,0,1,0,No
103,281.3,3538,3960,1955,2590,1630,2,8,4,2,1,1,1,No
757,316.9,3986,12273,1984,2768,1596,2,7,3,1,1,1,1,Recent
2336,546.2,6871,3655,1898,3868,2352,2,7,3,3,0,1,0,Recent
772,192.4,2420,4237,1940,2667,1205,1,6,2,1,0,1,0,No
2733,392.2,4933,6250,1954,3588,1714,1.5,7,3,2,0,1,1,Old
4181,392.8,4941,8000,1925,2716,1452,1.5,8,4,1,1,1,1,No
983,338.8,4262,5850,1920,2322,1303,2,7,3,1,1,1,1,No
1092,307.3,3865,4200,1924,2300,1092,1,6,2,2,0,1,0,Recent
3854,487.4,6131,11000,1939,2742,1728,2,6,3,1,1,1,1,No
2314,362.3,4557,4500,1930,2501,1624,2,7,3,1,1,1,1,No
2424,433.1,5448,4847,1930,2420,1458,2,8,3,1,1,1,1,No
3344,438.7,5518,8800,1900,4184,2235,2,10,2,1,1,1,1,No
1048,277.6,3492,3586,1929,1984,944,1,5,2,1,0,1,0,No
5595,414.9,5219,5866,1941,2638,1562,2,7,3,1,1,1,1,No
3339,540,6793,8750,1940,3567,2342,2,11,3,2,1,1,1,No
1334,299.5,3767,3075,1955,1888,1200,2,6,3,1,1,1,1,Old
5039,384.3,4834,5520,1924,2743,1641,2,7,3,1,0,1,1,No
4450,274.7,3455,4800,1925,1804,902,1,4,2,1,0,1,0,No
5061,385.1,4844,4717,1925,2870,1663,2,7,4,1,1,1,0,No
4567,394.6,4964,7000,1925,2247,1344,2,6,3,1,0,1,1,No
1888,340,4277,5000,1950,2294,1275,2,6,3,1,1,1,1,No
1002,367.9,4628,8060,1953,2689,1469,1.5,6,3,1,1,1,1,Recent
2901,343,4314,3637,1940,2332,1464,2,7,3,1,1,1,0,No
1109,356.3,4482,4900,1950,2660,1798,2,7,4,1,1,1,0,Old
393,241.3,3035,4410,1961,1964,1404,1,7,3,1,1,1,0,No
3095,518.5,6522,10400,1910,3194,1874,2,8,3,1,1,1,2,No
5456,386.9,4867,4539,1938,2980,1618,2,10,4,1,1,1,1,No
4319,807,10152,15790,1848,5260,2890,2,11,5,3,1,1,2,Old
553,433.1,5448,6102,1994,2308,2135,1,6,3,1,1,1,1,No
3226,522.7,6575,6625,1896,5072,2832,2,9,5,1,1,1,1,Recent
2280,438.3,5513,4700,1920,2705,1590,2,8,4,1,1,1,1,No
4292,434.8,5469,4018,1930,3424,2029,2,12,4,1,1,1,1,No
501,295.7,3719,4220,1953,2392,1056,1,6,3,1,0,1,1,No
3238,351.8,4425,6235,1920,3354,1512,1,5,2,1,0,1,1,No
4908,416.5,5239,6380,1925,2796,1716,2,8,4,1,1,1,1,No
2510,416,5233,6028,1935,2777,1834,2,7,3,1,1,1,2,No
61,356.8,4488,5906,1967,2368,2051,1,8,4,1,1,1,2,No
2125,449.6,5655,4979,1933,3942,2213,2,8,4,1,1,1,0,No
3118,382.5,4811,5491,1903,2838,1764,2,7,4,1,0,1,1,No
2074,435.1,5473,6990,1925,2688,1688,2,8,4,1,1,1,1,No
428,340.1,4278,5712,1940,3336,2036,2,7,3,1,1,1,1,No
3129,578.9,7282,7938,1910,4042,2193,2,8,4,1,1,1,0,Recent
3686,458.6,5769,9600,1896,3356,2078,2,7,3,2,1,1,0,Old
4799,527.9,6640,6317,1936,4536,2466,2,10,3,2,0,1,3,No
3564,343.8,4325,5199,1920,2248,1412,2,7,3,1,1,1,1,No
385,327.2,4116,6042,1954,2840,1550,1.5,7,3,1,0,1,1,No
4525,639.6,8046,8849,1885,4521,2686,2,10,6,3,0,1,1,Recent
1452,438.9,5521,7400,1910,2900,1666,2,6,3,1,1,1,0,No
