Value of House,TAX,LOT SQFT,GROSS AREA,LIVING AREA,FLOORS,ROOMS,BEDROOMS,FULL BATH,HALF BATH,FIREPLACE,Old,Recent
466.9,5873,8720,3216,1772,2.0,6,3,2,1,1,False,False
277.8,3494,5368,2400,1120,1.0,4,2,1,0,1,False,False
261.7,3292,4226,2114,1025,1.0,5,3,1,0,1,False,False
282.7,3556,4163,2432,1123,1.0,7,3,1,0,1,False,False
404.5,5088,5945,2832,1491,2.0,7,2,1,1,1,False,False
334.1,4202,4166,3274,1902,2.0,9,4,1,0,1,False,False
289.3,3639,4336,2480,1109,1.0,7,2,1,0,1,False,False
439.2,5525,5217,4023,2278,2.0,7,4,1,0,1,False,False
410.1,5159,4260,2736,1680,2.0,7,3,1,1,1,False,False
256.4,3225,2410,2535,1632,2.0,7,3,2,0,0,False,False
354.1,4454,4984,2441,1464,2.0,7,3,1,1,1,False,True
358.1,4504,5000,2285,1520,2.0,8,3,1,0,1,False,False
500.6,6297,7362,3825,2565,2.0,6,4,2,1,1,False,False
369.5,4648,4702,2874,1310,1.0,6,2,1,0,1,False,True
460.3,5790,4048,3171,1954,2.0,9,4,1,1,0,False,False
393.8,4954,5000,2540,1456,2.0,6,3,1,1,0,False,True
400.9,5043,6532,2930,1593,1.5,7,3,1,1,0,True,False
333.5,4195,7482,2520,1109,1.0,7,4,1,1,0,False,False
413.4,5200,6271,3144,1600,2.0,7,3,1,1,1,True,False
405.1,5096,6050,2802,1698,2.0,9,4,1,1,1,False,True
346.9,4364,3812,2216,1352,2.0,8,3,1,1,1,False,True
389.3,4897,6235,2689,1584,2.0,7,3,1,0,1,False,False
356.0,4478,5000,2343,1296,2.0,6,2,1,1,1,False,False
687.9,8653,9364,4228,3022,2.0,8,3,2,1,1,False,False
495.2,6229,8767,3456,1846,2.0,8,3,1,1,1,False,True
255.7,3216,3440,1508,710,1.0,5,2,1,0,0,True,False
378.0,4755,6560,2638,1294,1.0,8,4,1,1,1,False,False
320.8,4035,6000,2425,1151,1.0,7,3,1,1,1,False,False
408.7,5141,6000,3054,1827,2.0,8,3,1,1,1,False,False
280.6,3529,4410,1944,1404,1.0,6,3,1,1,0,False,False
341.1,4291,6599,2485,1015,1.0,7,3,2,0,0,False,False
337.1,4240,6270,2784,1619,2.0,9,6,1,1,0,False,False
354.3,4457,4222,2212,1347,2.0,7,3,1,1,1,False,True
385.9,4854,7776,3532,2098,2.0,9,5,1,1,3,False,False
485.2,6103,6400,3210,1968,2.0,9,4,1,1,1,False,False
390.9,4917,5371,2986,1664,2.0,6,3,1,1,1,False,False
356.7,4487,6466,2790,2021,1.0,6,3,2,0,0,False,False
326.9,4112,4163,3019,1586,1.5,7,3,1,1,0,False,False
385.7,4852,5100,2072,1208,2.0,9,3,1,1,1,False,False
436.8,5494,5000,2719,1554,2.0,7,3,2,1,1,False,True
464.7,5845,9705,2835,1748,2.0,8,3,1,1,1,False,True
380.9,4791,4440,3100,1856,2.0,7,4,1,1,0,False,False
270.6,3404,4550,2374,1075,1.0,6,3,1,0,1,False,False
352.6,4435,5000,2608,1584,2.0,8,3,1,0,1,False,False
378.0,4755,4658,2331,1440,2.0,7,3,1,1,1,False,False
537.8,6765,6055,5149,2939,2.0,9,5,3,1,2,True,False
341.5,4296,5915,2738,1842,2.0,7,3,1,1,1,False,False
568.7,7154,4775,4350,2754,2.5,10,5,3,1,1,False,True
429.9,5408,11010,3908,1529,1.0,9,4,2,0,1,False,False
408.7,5141,6000,3054,1827,2.0,8,3,1,1,1,False,False
305.0,3836,6890,1874,912,1.0,5,2,1,0,1,False,False
304.9,3835,4275,2342,1095,1.0,6,2,1,0,0,False,False
398.0,5006,4700,2432,1501,2.0,8,3,1,0,1,False,False
486.9,6125,6700,4906,2774,2.0,9,4,2,1,1,False,False
302.9,3810,3500,2020,1284,2.0,7,3,1,1,0,False,False
391.4,4923,3852,2897,1855,2.0,9,3,1,1,1,False,True
328.4,4131,6500,2344,1096,1.0,6,2,1,1,1,False,False
627.8,7897,7063,5157,3063,2.0,9,5,2,1,1,False,True
383.0,4818,3668,2672,1542,2.0,7,3,1,1,0,False,False
397.9,5005,5000,2247,1230,2.0,6,3,2,0,1,True,False
351.6,4423,6345,1926,1128,2.0,6,3,1,0,1,False,False
422.6,5316,6312,2844,1680,2.0,7,4,1,1,1,False,False
340.7,4286,5941,2712,1469,1.5,7,3,2,0,0,False,True
413.9,5206,7875,4203,2408,2.0,8,4,2,0,0,False,False
698.0,8780,10720,4780,2571,2.0,9,4,1,1,1,False,False
259.6,3265,5144,2040,1079,1.5,6,2,1,0,0,False,False
447.1,5624,3525,3130,1632,1.5,6,3,2,0,1,False,True
462.7,5820,5000,3029,1672,2.0,8,3,2,1,1,False,True
463.4,5829,7672,2880,1750,2.0,8,3,1,1,1,False,False
365.0,4591,4000,3021,1943,2.0,6,3,1,1,1,True,False
351.8,4425,6600,2786,1109,1.0,6,4,1,0,1,False,False
336.5,4233,6842,2269,1393,2.0,6,3,2,0,0,False,False
375.6,4725,5250,2120,1288,2.0,6,3,1,1,1,True,False
519.6,6536,8450,3566,2232,2.0,6,3,1,1,1,True,False
338.9,4263,5000,2700,1392,1.5,7,2,1,1,1,False,False
313.0,3937,4534,2250,900,1.0,5,2,1,0,0,False,False
344.8,4337,5000,2216,1432,2.0,7,3,1,1,1,False,False
284.6,3580,4818,2243,998,1.0,6,2,1,0,1,False,False
317.4,3992,6867,2568,1142,1.0,6,2,1,1,0,False,False
468.8,5897,10000,3619,2288,2.0,8,4,1,1,1,False,False
338.7,4260,8815,2256,1726,1.0,7,3,2,0,0,False,False
312.8,3935,4905,2352,1161,1.5,6,3,1,1,1,False,False
297.1,3737,6000,2456,1997,1.0,7,3,1,1,0,False,False
500.3,6293,8800,3574,2154,2.0,8,4,1,1,1,False,True
384.2,4833,5500,2325,1380,2.0,7,3,1,0,1,False,False
391.2,4921,4455,2331,1439,2.0,7,3,1,1,1,False,False
437.0,5497,5097,4142,2337,2.0,9,4,2,1,1,False,False
407.5,5126,3717,3099,1465,1.0,6,3,2,0,1,False,True
332.5,4182,4500,1994,1061,1.5,8,2,1,1,1,False,False
325.7,4097,5113,2386,1056,1.0,6,2,2,0,1,False,False
559.2,7034,9013,4764,2650,2.0,10,6,2,1,3,False,False
329.7,4147,19466,2563,1075,1.0,7,3,1,1,1,False,False
511.7,6437,9401,5232,2749,2.0,10,4,1,1,1,False,False
328.8,4136,4400,2752,1142,1.0,5,2,1,0,0,False,False
387.7,4877,6251,2040,1296,2.0,5,3,1,1,1,False,False
501.5,6308,6257,3473,2020,2.0,8,3,2,1,1,False,True
249.2,3134,4100,2454,1092,1.0,5,2,1,1,1,False,False
297.2,3738,3200,3254,1383,1.0,5,3,1,0,0,False,False
334.2,4204,7100,2048,1306,2.0,6,3,1,1,1,False,False
298.1,3750,6000,2212,1692,1.0,7,3,1,1,0,False,False
434.8,5469,6122,3352,1974,2.0,9,4,1,1,1,False,True
559.9,7043,5483,5595,3074,2.0,8,4,2,0,1,False,False
334.1,4202,5140,3074,1383,1.0,5,2,1,0,0,False,False
285.1,3586,3549,2584,1387,1.5,6,3,1,0,1,True,False
661.8,8325,11200,4562,2808,2.0,9,5,4,0,0,False,True
383.0,4818,4824,2594,1580,2.0,7,4,1,1,1,False,False
406.9,5118,6756,2604,1680,2.0,7,3,2,0,1,False,False
384.0,4830,5843,2593,1572,2.0,7,3,1,1,0,False,False
298.5,3755,3200,2102,1303,2.0,7,3,1,1,0,False,True
434.3,5463,13267,3813,1931,1.5,6,2,1,1,1,False,True
396.9,4993,5082,3476,2000,2.0,7,4,1,1,0,False,True
316.8,3985,5497,2283,1032,1.0,7,3,1,0,1,False,False
443.3,5576,8250,3146,1828,2.0,7,3,1,1,0,False,False
487.8,6136,6459,2979,1776,2.0,7,3,1,1,1,True,False
500.0,6290,6031,3421,2135,2.0,8,4,2,1,1,False,False
730.9,9194,22956,4500,2909,2.5,11,6,3,1,0,False,True
204.9,2577,4200,2296,990,1.0,5,3,1,0,1,False,False
481.1,6052,10000,2905,1900,2.0,8,2,2,1,0,False,True
313.1,3938,6949,2612,1438,1.5,7,3,1,1,0,True,False
351.9,4426,6278,2804,1260,1.0,6,2,1,1,1,False,False
311.2,3914,9551,2508,1306,1.5,6,2,1,1,1,True,False
371.2,4669,5563,2686,1736,2.0,6,4,2,1,1,False,False
246.4,3099,3780,2412,1008,1.0,6,2,2,0,1,False,False
318.5,4006,5295,2304,1488,2.0,7,3,1,1,1,False,False
398.5,5013,4857,3113,1832,1.5,7,4,2,0,1,False,True
552.8,6954,6000,4562,2543,2.0,8,4,2,2,1,False,False
283.8,3570,3803,2434,1063,1.0,6,4,2,0,0,True,False
304.1,3825,4480,2507,1313,1.5,6,3,2,0,1,False,False
330.0,4151,5763,3046,1616,2.0,7,3,1,1,0,False,False
204.9,2577,4200,2296,990,1.0,5,3,1,0,1,False,False
394.2,4959,6420,2894,1816,2.0,7,3,1,1,1,False,False
349.0,4390,6000,2784,1624,2.0,7,4,1,0,1,False,False
312.7,3933,4366,2252,1015,1.0,5,2,1,1,1,False,False
325.1,4089,7220,1992,840,1.0,5,2,1,0,0,True,False
367.7,4625,7661,1866,752,1.0,7,3,1,0,0,False,True
330.5,4157,6163,2520,1260,1.0,6,2,1,0,1,False,False
381.3,4796,6075,2459,1468,2.0,8,4,1,1,2,True,False
444.6,5593,5000,2452,1430,2.0,7,3,2,0,2,False,True
422.1,5310,2466,3631,1712,1.0,7,2,1,1,1,True,False
498.7,6273,11905,3030,1817,2.0,7,3,1,0,0,False,False
286.6,3605,5095,1966,936,1.0,5,1,1,0,1,False,False
280.7,3531,6077,2097,1726,1.0,6,3,1,1,0,False,False
338.5,4258,5986,3360,1565,1.0,7,4,1,0,1,False,False
348.0,4377,5632,1936,1248,2.0,6,3,1,1,1,False,False
564.7,7103,6905,3791,2175,2.0,7,4,1,1,1,False,False
449.7,5657,10500,2663,1427,2.0,6,3,1,1,1,False,False
488.2,6141,18515,4449,2511,2.0,9,3,3,0,2,False,False
550.6,6926,6778,4569,3957,2.0,9,5,3,1,3,False,False
373.5,4698,5800,2787,1549,2.0,7,3,1,0,1,False,False
389.3,4897,7965,2368,1360,2.0,7,3,1,0,0,False,False
321.0,4038,4794,2361,1261,1.5,6,2,1,1,0,False,False
721.6,9077,5505,5806,3626,2.0,14,7,3,1,2,False,True
621.6,7819,8106,2946,2788,2.0,11,3,3,1,1,False,False
314.9,3961,5714,1750,1078,2.0,5,3,1,1,0,False,False
360.2,4531,5728,2160,1850,1.0,5,2,1,0,0,False,False
295.9,3722,5695,2232,1265,1.5,6,3,2,0,1,False,False
413.2,5198,5101,2156,1448,2.0,6,3,1,1,1,False,True
290.2,3650,3800,2044,912,1.0,6,3,2,0,0,False,False
301.1,3787,5223,2044,1212,2.0,5,2,1,0,0,False,False
296.7,3732,7088,1656,828,1.0,4,2,1,0,1,False,False
618.4,7779,10167,4928,2821,2.0,9,5,2,1,1,False,True
778.2,9789,15900,5642,3404,2.5,9,3,3,0,3,False,True
399.9,5030,5500,2846,1716,2.0,8,3,1,1,1,False,False
317.3,3991,4280,2104,988,1.0,5,3,1,0,1,False,False
359.1,4517,6600,3192,1446,1.0,7,3,1,0,0,True,False
364.6,4586,4133,2558,1460,2.0,6,3,1,1,1,True,False
483.7,6084,9840,4214,2106,1.5,7,4,2,0,2,False,False
272.4,3426,4416,2413,1083,1.0,8,3,1,1,1,False,False
314.2,3952,4728,2244,1352,2.0,6,3,1,1,0,False,False
294.7,3707,10551,1092,999,1.0,4,1,1,0,1,False,False
354.8,4463,5063,2549,1306,1.5,7,3,2,0,0,False,False
526.1,6618,5552,4232,2442,2.0,10,4,1,1,1,False,False
376.6,4737,5500,2980,1842,2.0,7,4,1,1,0,False,False
351.1,4416,4640,2208,1378,2.0,7,3,1,0,1,False,False
659.6,8297,9935,3478,2292,2.0,9,5,3,1,1,False,False
439.6,5530,5300,3104,1848,2.0,8,3,1,1,1,False,False
349.1,4391,6750,2224,1377,2.0,6,3,1,1,0,False,False
400.6,5039,6280,2928,2507,1.0,8,3,1,1,0,False,False
571.4,7188,6375,3576,1946,2.0,7,5,2,1,1,False,False
408.7,5141,5919,3431,1990,2.0,8,3,2,0,0,False,True
420.6,5291,8370,2222,1462,2.0,7,3,1,1,1,False,False
588.0,7397,6876,4092,2527,2.5,7,3,2,1,1,True,False
413.2,5198,7833,3012,1792,2.0,7,3,1,1,1,False,False
468.0,5887,5510,2596,1594,2.0,6,3,2,1,1,False,True
284.6,3580,6071,2136,1487,1.0,6,2,1,0,2,False,False
407.4,5125,4830,2970,2066,1.5,10,4,2,0,0,False,False
314.3,3953,4162,2556,1354,1.5,6,3,2,0,1,False,False
268.3,3375,4000,1392,660,1.0,4,2,1,0,1,False,False
363.2,4569,5000,2260,1528,2.0,9,4,1,0,0,False,False
397.8,5004,3906,3830,2280,2.0,11,7,2,0,0,True,False
352.6,4435,4750,3332,1771,1.5,7,3,1,0,1,False,False
408.2,5135,5930,3412,1850,2.0,9,4,1,1,1,True,False
343.3,4318,4258,2472,1448,2.0,7,3,1,0,1,False,False
344.5,4333,6647,3037,1314,1.0,6,3,1,1,1,False,False
384.2,4833,4019,3757,2007,2.0,10,4,2,1,0,False,False
324.7,4084,5500,2716,1414,1.5,6,3,3,0,1,False,False
276.6,3479,2126,1719,958,1.5,7,3,1,0,0,False,False
282.1,3548,4603,2531,1426,2.0,7,3,1,1,0,True,False
271.8,3419,3480,2208,1320,2.0,4,3,1,0,0,False,False
222.5,2799,2589,1516,748,1.5,4,2,1,0,0,False,False
359.8,4526,3850,2355,1379,2.0,7,3,1,1,1,False,False
391.3,4922,4002,2604,1612,2.0,7,3,1,1,1,False,False
313.4,3942,6036,2244,1028,1.0,5,2,1,0,1,True,False
503.1,6329,12024,4258,2445,1.5,9,5,1,2,0,False,False
272.1,3423,6408,3544,1494,1.0,6,3,1,0,1,True,False
450.2,5663,5032,4192,2583,2.0,9,4,1,1,1,False,False
429.2,5399,8160,3359,1544,1.0,7,4,1,1,1,False,False
368.2,4631,7100,2630,1466,2.0,8,3,1,1,0,True,False
351.2,4418,6180,2598,1484,1.5,7,3,2,0,1,False,False
419.04,5271,10875,3314,1683,1.5,7,4,2,0,1,True,False
359.1,4517,5850,2246,1378,2.0,6,3,1,1,1,False,False
338.4,4257,5000,2036,1175,2.0,6,3,1,0,1,False,False
438.4,5515,6658,3136,1688,2.0,7,3,1,1,1,False,False
358.3,4507,6375,2648,1142,1.0,6,3,2,0,1,False,False
278.7,3506,6400,2161,1633,1.0,8,4,2,0,1,True,False
551.9,6942,7550,3587,2286,2.0,6,3,1,0,1,True,False
701.8,8828,9716,5140,3446,2.0,11,4,2,1,2,False,True
318.5,4006,5295,2304,1488,2.0,7,3,1,1,1,False,False
329.0,4138,5000,2001,952,1.5,5,2,1,0,1,False,False
192.5,2421,4500,1848,890,1.0,6,3,1,0,0,False,False
371.1,4668,5500,2056,1070,1.5,6,3,1,0,1,False,False
334.2,4204,7100,2048,1306,2.0,6,3,1,1,1,False,False
365.6,4599,4800,3164,1411,1.0,6,3,1,1,1,False,False
492.4,6194,6567,3011,1872,2.0,7,3,2,1,0,False,False
366.7,4613,5364,2207,1344,2.0,7,3,1,0,1,False,False
333.4,4194,6854,2746,1688,2.0,8,3,1,0,1,False,True
226.2,2845,4000,1478,703,1.0,4,2,1,0,0,False,False
376.2,4732,6692,2412,1104,1.0,5,2,1,0,1,False,False
280.1,3523,4013,2372,1042,1.0,6,2,1,0,1,True,False
464.2,5839,7560,2338,1508,2.0,9,4,1,0,1,False,False
367.7,4625,4260,2804,1680,2.0,7,4,1,1,0,False,False
369.7,4650,6440,3638,1602,1.0,6,2,1,0,1,False,False
386.0,4855,5540,2872,1732,2.0,7,3,1,1,1,False,False
505.6,6360,7205,4996,2375,1.5,11,6,3,0,0,False,False
318.3,4004,4000,2563,1142,1.0,6,2,1,1,1,False,False
271.5,3415,3554,2000,1037,1.5,5,2,1,0,0,True,False
293.7,3694,4850,2772,1224,1.0,5,2,1,0,0,False,False
354.3,4457,4988,2089,1280,2.0,5,2,1,1,1,False,True
310.6,3907,4989,2528,1306,1.5,6,3,2,0,1,False,False
546.5,6874,7000,5884,3374,2.0,9,4,2,1,1,False,False
304.4,3829,5546,2718,1210,1.0,6,3,1,0,1,False,False
514.2,6468,5278,3426,2144,2.0,7,4,1,1,1,False,False
352.2,4430,5250,2847,1423,1.5,5,2,1,1,1,False,False
546.4,6873,5303,3789,2466,2.0,10,4,3,0,2,False,True
426.3,5362,7190,2874,1626,2.0,8,3,2,1,1,False,False
393.7,4952,6032,2514,1516,2.0,7,3,1,1,1,False,True
351.8,4425,4500,2436,1368,2.0,6,3,1,1,1,False,False
387.8,4878,7500,2796,1648,2.0,7,3,1,1,1,False,False
441.4,5552,10168,2876,1670,2.0,7,4,1,1,1,False,False
534.0,6717,5852,3976,2197,2.0,8,4,2,1,1,False,False
325.3,4092,3310,2328,1536,2.0,7,4,1,1,1,False,False
317.0,3987,4000,2393,1121,1.5,6,3,1,0,0,False,False
423.3,5325,5000,2818,1558,2.0,7,3,1,1,1,True,False
320.8,4035,6180,2482,1211,1.0,8,3,1,1,2,False,False
493.3,6205,7615,2907,1659,2.0,9,3,2,1,1,False,False
434.8,5469,8951,3431,2655,1.0,8,3,2,0,2,False,False
350.7,4411,9600,4063,1636,1.0,9,3,2,0,0,False,False
324.6,4083,3720,2850,1708,2.0,6,3,1,1,1,False,False
348.4,4382,5200,2126,1378,2.0,6,3,1,1,1,False,False
554.9,6980,20046,5264,3002,2.0,8,5,2,1,2,False,False
476.3,5991,5500,2936,1836,2.0,8,4,1,1,1,False,True
473.3,5954,6059,2875,1530,2.0,9,3,2,1,1,False,False
275.9,3470,7548,2552,1075,1.0,6,2,1,0,1,False,False
444.7,5594,8250,2430,1446,2.0,8,3,1,1,1,False,False
439.1,5523,6250,4213,2477,2.0,10,3,1,1,1,False,False
283.3,3563,4059,2609,1092,1.0,6,3,1,0,1,False,False
286.3,3601,5877,2052,1726,1.0,5,3,2,0,0,False,False
281.3,3538,3960,2590,1630,2.0,8,4,2,1,1,False,False
316.9,3986,12273,2768,1596,2.0,7,3,1,1,1,False,True
546.2,6871,3655,3868,2352,2.0,7,3,3,0,0,False,True
192.4,2420,4237,2667,1205,1.0,6,2,1,0,0,False,False
392.2,4933,6250,3588,1714,1.5,7,3,2,0,1,True,False
392.8,4941,8000,2716,1452,1.5,8,4,1,1,1,False,False
338.8,4262,5850,2322,1303,2.0,7,3,1,1,1,False,False
307.3,3865,4200,2300,1092,1.0,6,2,2,0,0,False,True
487.4,6131,11000,2742,1728,2.0,6,3,1,1,1,False,False
362.3,4557,4500,2501,1624,2.0,7,3,1,1,1,False,False
433.1,5448,4847,2420,1458,2.0,8,3,1,1,1,False,False
438.7,5518,8800,4184,2235,2.0,10,2,1,1,1,False,False
277.6,3492,3586,1984,944,1.0,5,2,1,0,0,False,False
414.9,5219,5866,2638,1562,2.0,7,3,1,1,1,False,False
540.0,6793,8750,3567,2342,2.0,11,3,2,1,1,False,False
299.5,3767,3075,1888,1200,2.0,6,3,1,1,1,True,False
384.3,4834,5520,2743,1641,2.0,7,3,1,0,1,False,False
274.7,3455,4800,1804,902,1.0,4,2,1,0,0,False,False
385.1,4844,4717,2870,1663,2.0,7,4,1,1,0,False,False
394.6,4964,7000,2247,1344,2.0,6,3,1,0,1,False,False
340.0,4277,5000,2294,1275,2.0,6,3,1,1,1,False,False
367.9,4628,8060,2689,1469,1.5,6,3,1,1,1,False,True
343.0,4314,3637,2332,1464,2.0,7,3,1,1,0,False,False
356.3,4482,4900,2660,1798,2.0,7,4,1,1,0,True,False
241.3,3035,4410,1964,1404,1.0,7,3,1,1,0,False,False
518.5,6522,10400,3194,1874,2.0,8,3,1,1,2,False,False
386.9,4867,4539,2980,1618,2.0,10,4,1,1,1,False,False
807.0,10152,15790,5260,2890,2.0,11,5,3,1,2,True,False
433.1,5448,6102,2308,2135,1.0,6,3,1,1,1,False,False
522.7,6575,6625,5072,2832,2.0,9,5,1,1,1,False,True
438.3,5513,4700,2705,1590,2.0,8,4,1,1,1,False,False
434.8,5469,4018,3424,2029,2.0,12,4,1,1,1,False,False
295.7,3719,4220,2392,1056,1.0,6,3,1,0,1,False,False
351.8,4425,6235,3354,1512,1.0,5,2,1,0,1,False,False
416.5,5239,6380,2796,1716,2.0,8,4,1,1,1,False,False
416.0,5233,6028,2777,1834,2.0,7,3,1,1,2,False,False
356.8,4488,5906,2368,2051,1.0,8,4,1,1,2,False,False
449.6,5655,4979,3942,2213,2.0,8,4,1,1,0,False,False
382.5,4811,5491,2838,1764,2.0,7,4,1,0,1,False,False
435.1,5473,6990,2688,1688,2.0,8,4,1,1,1,False,False
340.1,4278,5712,3336,2036,2.0,7,3,1,1,1,False,False
578.9,7282,7938,4042,2193,2.0,8,4,1,1,0,False,True
458.6,5769,9600,3356,2078,2.0,7,3,2,1,0,True,False
527.9,6640,6317,4536,2466,2.0,10,3,2,0,3,False,False
343.8,4325,5199,2248,1412,2.0,7,3,1,1,1,False,False
327.2,4116,6042,2840,1550,1.5,7,3,1,0,1,False,False
639.6,8046,8849,4521,2686,2.0,10,6,3,0,1,False,True
438.9,5521,7400,2900,1666,2.0,6,3,1,1,0,False,False
288.0,3623,3417,2520,1306,1.5,6,3,1,1,1,False,False
292.0,3673,5487,2095,988,1.0,5,3,1,0,2,False,False
445.6,5605,4875,3020,2007,2.0,9,4,1,1,0,False,True
366.9,4615,5656,2342,1450,2.0,7,3,1,0,0,False,False
274.1,3448,6781,2064,1000,1.0,5,2,1,0,1,False,False
307.2,3864,4400,2520,1123,1.0,6,3,1,0,1,False,False
381.8,4803,5500,2796,1800,2.0,6,3,1,0,0,False,False
374.7,4713,3800,2779,1585,2.0,8,3,1,0,0,False,False
398.7,5015,7188,2568,1440,2.0,7,3,1,2,1,False,False
404.2,5084,5488,3780,1992,1.5,8,4,2,1,1,False,True
730.3,9187,5818,6180,3970,2.5,9,4,2,1,0,False,False
511.9,6439,39000,4606,2448,2.0,10,4,2,0,1,False,False
356.0,4478,4568,2916,1333,1.0,8,4,1,1,0,False,False
322.1,4052,4875,2409,1014,1.0,6,3,1,0,0,True,False
337.0,4239,6790,4000,1330,1.0,6,2,1,0,0,True,False
356.4,4483,6253,2748,1991,1.0,6,3,1,0,1,False,False
388.9,4892,4293,2778,1422,1.5,6,2,1,2,0,True,False
289.5,3641,4335,2087,1326,2.0,7,3,1,1,1,True,False
393.2,4946,5757,3728,2112,2.0,7,3,1,0,1,False,False
343.5,4321,14521,2588,1487,1.0,7,3,2,0,1,False,False
326.7,4109,3250,2564,1285,1.5,8,2,1,1,1,False,False
419.1,5272,7500,2500,1560,2.0,6,3,1,1,1,False,False
259.3,3261,3175,2684,1183,1.0,5,2,1,0,1,False,False
454.6,5718,6297,2952,1591,1.5,8,4,2,0,1,False,True
376.7,4738,7159,2601,1114,1.0,7,3,1,1,1,False,True
360.6,4536,4933,2014,1704,1.0,7,3,2,0,0,False,False
377.3,4746,4861,3836,2107,2.0,6,3,2,0,1,True,False
368.2,4631,5803,2551,1624,2.0,8,4,1,1,0,False,False
428.0,5384,4675,2767,1778,2.0,7,3,1,0,1,False,False
337.1,4240,6270,2784,1619,2.0,9,6,1,1,0,False,False
441.5,5554,4073,2641,1688,2.5,6,3,2,0,0,False,False
368.6,4636,5000,3040,1700,1.5,5,2,1,1,1,False,False
332.3,4180,5820,2142,1392,2.0,7,3,1,0,0,True,False
364.9,4590,4760,2352,1100,1.0,5,3,2,0,1,False,False
322.3,4054,4794,2647,1414,1.5,5,2,1,1,1,False,False
404.1,5083,6654,2804,1438,2.0,6,3,1,1,1,False,False
583.1,7335,8800,5221,2931,2.0,10,5,1,1,0,False,False
354.2,4455,6000,2936,1650,2.0,8,3,2,0,0,False,False
406.8,5117,5000,3148,2088,2.0,11,3,1,0,1,True,False
460.7,5795,7218,2638,1683,2.0,8,4,2,1,0,False,True
404.4,5087,8250,3076,1874,2.0,10,4,1,1,0,False,False
349.5,4396,4779,2680,1414,1.5,6,3,1,1,1,False,False
402.7,5065,5372,3404,1678,1.0,8,3,2,1,2,False,False
313.5,3943,4500,2102,1350,2.0,6,2,1,0,1,False,False
419.6,5278,6000,2786,1778,2.0,7,3,1,1,1,True,False
605.2,7613,7414,4601,2484,2.0,9,5,2,1,1,True,False
272.9,3433,2800,2663,1430,2.0,6,3,1,1,0,False,False
314.3,3953,7193,2740,1508,2.0,7,3,1,0,0,False,False
612.6,7706,6150,3667,2726,2.0,10,4,2,2,1,False,False
309.8,3897,4946,2495,1403,1.5,6,3,2,0,1,False,False
363.8,4576,5481,3022,1450,2.0,7,3,1,1,1,False,False
587.2,7386,9042,3236,1976,2.0,7,3,2,2,1,False,False
439.5,5528,8027,2410,1266,1.0,7,3,1,1,1,False,False
283.5,3566,4824,1795,933,1.5,7,3,2,0,0,False,False
444.6,5593,4851,2957,1680,2.0,5,3,2,0,0,False,False
440.1,5536,10342,2488,1590,2.0,7,3,1,1,1,False,False
340.0,4277,5400,2714,1376,1.5,6,3,1,0,1,False,True
291.1,3662,4160,2720,1498,1.5,6,2,1,1,1,False,False
245.5,3088,4500,2054,1444,2.0,7,3,1,0,0,False,False
370.8,4664,5246,2754,1544,2.0,7,3,1,0,1,False,False
277.6,3492,3586,1984,944,1.0,5,2,1,0,0,False,False
245.8,3092,3266,1216,576,1.0,5,2,1,0,0,False,False
339.3,4268,4275,2184,1288,2.0,6,3,1,1,1,False,False
478.4,6018,5631,3376,1740,1.5,7,3,2,1,1,False,True
354.0,4453,5000,2520,1440,2.0,7,4,1,1,1,False,True
314.7,3958,3450,2404,1484,2.0,7,3,1,1,0,False,False
366.9,4615,5656,2342,1450,2.0,7,3,1,0,0,False,False
289.5,3641,5000,2206,995,1.0,5,2,1,0,0,False,False
379.9,4779,5254,2852,1306,1.5,7,4,1,1,1,False,False
410.8,5167,4298,3716,2059,2.0,7,2,2,0,1,False,False
541.7,6814,14513,3475,2084,2.0,7,3,1,0,0,False,False
345.6,4347,5100,1799,1120,2.0,6,3,1,0,1,False,True
458.4,5766,9100,3009,1780,2.0,7,3,2,1,0,False,True
457.7,5757,9006,2770,1666,2.0,7,4,1,1,1,False,False
453.1,5700,10119,3437,1900,2.0,9,5,1,0,0,False,False
520.9,6552,8297,3716,2344,2.0,7,4,1,0,1,False,False
405.5,5101,3867,2431,1560,2.0,7,3,2,1,1,False,False
511.4,6433,6210,3552,2316,2.0,6,3,2,1,1,False,True
422.2,5311,6777,3535,2053,2.5,7,3,1,1,1,False,False
246.3,3098,9282,2065,1122,2.0,6,3,2,0,0,False,False
362.4,4558,4317,2264,1440,2.0,7,3,1,0,1,True,False
276.4,3477,2544,2303,1532,2.0,7,3,1,0,0,False,True
397.3,4998,5000,2864,1752,2.0,8,3,1,1,0,False,False
321.0,4038,3500,2378,1408,2.0,7,4,1,0,1,False,False
360.3,4532,4500,2680,1200,1.0,6,3,1,1,1,False,False
314.6,3957,3686,2410,1539,2.0,7,3,1,1,1,True,False
482.5,6069,6800,2826,1624,2.0,7,3,1,1,1,False,False
437.1,5498,5835,2916,1680,2.0,6,2,1,1,1,False,False
381.4,4798,5236,3715,1862,2.0,6,2,1,1,1,False,False
336.0,4226,4800,2997,1210,1.0,7,4,2,0,0,False,True
382.7,4814,4947,2692,1661,2.0,6,3,1,1,1,False,False
269.1,3385,3495,2044,912,1.0,5,2,1,0,0,False,False
310.0,3899,6000,2088,1521,1.0,7,3,1,1,0,False,False
395.7,4977,6000,2820,1800,2.0,7,3,2,1,1,False,False
359.6,4523,6000,2730,1264,1.0,7,3,1,0,1,False,True
